Brand,RAM_GB,Storage_GB,Battery_mAh,Main_Camera_MP,Price_Clean,Storage_Category
Gionee,1.0,8.0,1800.0,5.0,120.0,1
Gionee,2.0,16.0,2700.0,13.0,400.0,1
Gionee,1.0,8.0,5000.0,8.0,170.0,1
Gionee,1.0,16.0,2050.0,8.0,240.0,1
Gionee,1.0,8.0,1950.0,5.0,120.0,1
Gionee,1.0,8.0,1800.0,5.0,100.0,1
Gionee,1.0,8.0,1800.0,8.0,160.0,1
Gionee,2.0,16.0,2300.0,13.0,270.0,1
Gionee,2.0,16.0,2500.0,16.0,340.0,1
Gionee,2.0,32.0,2000.0,13.0,250.0,1
Gionee,1.0,16.0,2000.0,8.0,200.0,1
Gionee,1.0,16.0,1800.0,8.0,180.0,1
Gionee,1.0,4.0,4200.0,8.0,130.0,1
Gionee,1.0,16.0,3200.0,13.0,220.0,1
Gionee,1.0,4.0,3000.0,8.0,160.0,1
Gionee,1.0,4.0,2100.0,8.0,170.0,1
Google,4.0,128.0,3450.0,3.0,880.0,3
Google,4.0,128.0,2770.0,3.0,770.0,3
HP,4.0,64.0,4150.0,16.0,700.0,2
HP,1.0,16.0,3000.0,8.0,200.0,1
HP,1.0,8.0,2800.0,2.0,70.0,1
HP,1.0,16.0,3800.0,2.0,120.0,1
HP,2.0,16.0,5000.0,13.0,400.0,1
HP,1.0,16.0,4100.0,5.0,180.0,1
HP,1.0,16.0,3000.0,5.0,270.0,1
HP,1.0,16.0,5680.0,8.0,240.0,1
HP,1.0,16.0,7000.0,5.0,220.0,1
HP,1.0,16.0,4100.0,5.0,150.0,1
HP,1.0,8.0,4000.0,5.0,110.0,1
HP,1.0,32.0,6300.0,3.0,280.0,1
HTC,4.0,64.0,3000.0,12.0,750.0,2
HTC,3.0,32.0,4000.0,16.0,330.0,1
HTC,4.0,128.0,3000.0,12.0,750.0,3
HTC,4.0,32.0,2500.0,16.0,470.0,1
HTC,3.0,32.0,3200.0,16.0,570.0,1
HTC,2.0,16.0,2200.0,13.0,200.0,1
HTC,4.0,64.0,3000.0,20.0,460.0,2
HTC,3.0,32.0,2700.0,13.0,260.0,1
HTC,2.0,16.0,2300.0,13.0,350.0,1
HTC,3.0,32.0,2800.0,13.0,220.0,1
HTC,3.0,32.0,2200.0,13.0,200.0,1
HTC,2.0,16.0,2840.0,13.0,390.0,1
HTC,3.0,32.0,2800.0,13.0,280.0,1
HTC,2.0,16.0,2840.0,13.0,270.0,1
HTC,3.0,32.0,3000.0,12.0,420.0,1
HTC,4.0,64.0,3000.0,12.0,500.0,2
HTC,2.0,16.0,2700.0,13.0,240.0,1
HTC,2.0,16.0,2200.0,13.0,190.0,1
HTC,5.0,16.0,2200.0,8.0,170.0,1
HTC,5.0,8.0,2000.0,5.0,70.0,1
HTC,3.0,32.0,3000.0,13.0,300.0,1
HTC,2.0,16.0,2840.0,13.0,270.0,1
HTC,2.0,16.0,2800.0,13.0,250.0,1
HTC,2.0,16.0,2800.0,13.0,240.0,1
HTC,2.0,16.0,2600.0,13.0,310.0,1
HTC,3.0,32.0,2700.0,2.0,300.0,1
HTC,2.0,16.0,2150.0,13.0,300.0,1
HTC,3.0,32.0,2840.0,21.0,480.0,1
HTC,1.0,8.0,2000.0,8.0,190.0,1
HTC,5.0,8.0,2000.0,8.0,110.0,1
HTC,3.0,32.0,2840.0,20.0,340.0,1
HTC,1.0,16.0,2600.0,13.0,180.0,1
HTC,1.0,8.0,2000.0,8.0,130.0,1
HTC,3.0,32.0,2840.0,20.0,500.0,1
HTC,2.0,32.0,2840.0,13.0,330.0,1
HTC,3.0,32.0,2800.0,20.0,320.0,1
HTC,2.0,16.0,2800.0,13.0,320.0,1
HTC,3.0,32.0,2840.0,20.0,420.0,1
HTC,2.0,16.0,2600.0,13.0,370.0,1
HTC,1.0,8.0,2000.0,13.0,250.0,1
HTC,2.0,16.0,2000.0,13.0,180.0,1
HTC,1.0,16.0,2000.0,8.0,160.0,1
HTC,2.0,16.0,2600.0,13.0,200.0,1
HTC,1.0,8.0,2100.0,8.0,190.0,1
HTC,1.0,8.0,2100.0,8.0,180.0,1
HTC,2.0,16.0,6700.0,8.0,300.0,1
HTC,1.0,8.0,2600.0,13.0,260.0,1
HTC,2.0,16.0,2600.0,13.0,260.0,1
HTC,2.0,16.0,2400.0,13.0,380.0,1
HTC,1.0,8.0,2040.0,8.0,240.0,1
HTC,1.0,16.0,2600.0,13.0,260.0,1
HTC,2.0,16.0,2600.0,13.0,320.0,1
HTC,2.0,16.0,2600.0,13.0,340.0,1
HTC,2.0,16.0,2600.0,13.0,350.0,1
HTC,1.0,8.0,2100.0,5.0,200.0,1
HTC,2.0,32.0,2600.0,4.0,300.0,1
HTC,2.0,32.0,2600.0,4.0,300.0,1
HTC,2.0,32.0,2700.0,13.0,250.0,1
HTC,5.0,16.0,2100.0,13.0,280.0,1
HTC,2.0,16.0,2600.0,4.0,300.0,1
HTC,1.0,4.0,1950.0,5.0,160.0,1
HTC,2.0,16.0,2600.0,13.0,420.0,1
HTC,1.0,16.0,2110.0,13.0,250.0,1
HTC,1.0,4.0,2000.0,8.0,180.0,1
HTC,2.0,32.0,2600.0,4.0,250.0,1
HTC,2.0,32.0,2600.0,4.0,250.0,1
HTC,1.0,4.0,2000.0,5.0,150.0,1
HTC,5.0,8.0,2600.0,13.0,250.0,1
HTC,5.0,8.0,2600.0,13.0,250.0,1
HTC,1.0,8.0,2040.0,8.0,200.0,1
HTC,1.0,8.0,2100.0,8.0,190.0,1
HTC,1.0,8.0,2100.0,8.0,220.0,1
HTC,1.0,8.0,2100.0,8.0,250.0,1
HTC,1.0,4.0,2100.0,5.0,270.0,1
HTC,1.0,8.0,2100.0,8.0,240.0,1
HTC,2.0,32.0,3300.0,4.0,370.0,1
HTC,1.0,8.0,2100.0,5.0,230.0,1
HTC,1.0,4.0,1800.0,8.0,180.0,1
HTC,1.0,16.0,1800.0,4.0,240.0,1
HTC,1.0,8.0,1800.0,8.0,170.0,1
HTC,2.0,16.0,3200.0,4.0,300.0,1
HTC,1.0,8.0,1860.0,8.0,290.0,1
HTC,1.0,16.0,2000.0,5.0,200.0,1
HTC,2.0,32.0,2300.0,4.0,300.0,1
HTC,2.0,64.0,2300.0,4.0,270.0,2
HTC,1.0,4.0,1800.0,5.0,240.0,1
HTC,2.0,16.0,2020.0,8.0,330.0,1
HTC,2.0,16.0,2020.0,8.0,280.0,1
HTC,1.0,8.0,1800.0,5.0,180.0,1
HTC,1.0,8.0,1800.0,5.0,200.0,1
HTC,1.0,8.0,1800.0,5.0,290.0,1
HTC,1.0,64.0,2100.0,8.0,220.0,2
HTC,1.0,16.0,1800.0,8.0,200.0,1
HTC,1.0,16.0,1800.0,8.0,170.0,1
HTC,1.0,4.0,1800.0,5.0,200.0,1
HTC,1.0,4.0,1800.0,5.0,220.0,1
HTC,1.0,16.0,1810.0,8.0,220.0,1
HTC,1.0,8.0,1700.0,8.0,270.0,1
HTC,1.0,16.0,2000.0,8.0,180.0,1
HTC,1.0,16.0,2000.0,8.0,200.0,1
HTC,1.0,32.0,1800.0,8.0,170.0,1
HTC,1.0,16.0,1800.0,8.0,190.0,1
HTC,1.0,32.0,1800.0,8.0,180.0,1
HTC,1.0,16.0,1650.0,8.0,180.0,1
HTC,1.0,16.0,1650.0,8.0,220.0,1
HTC,1.0,16.0,1620.0,8.0,160.0,1
HTC,1.0,16.0,1620.0,8.0,200.0,1
HTC,1.0,16.0,1620.0,8.0,160.0,1
HTC,1.0,16.0,1620.0,8.0,160.0,1
HTC,1.0,16.0,1730.0,8.0,180.0,1
HTC,1.0,16.0,1620.0,8.0,230.0,1
HTC,1.0,1.0,1730.0,5.0,150.0,1
HTC,1.0,4.0,1730.0,5.0,220.0,1
HTC,1.0,32.0,4000.0,5.0,300.0,1
HTC,1.0,32.0,4000.0,5.0,110.0,1
HTC,1.0,32.0,4000.0,5.0,220.0,1
HTC,1.0,4.0,1730.0,8.0,150.0,1
Huawei,6.0,64.0,3200.0,20.0,500.0,2
Huawei,3.0,32.0,4000.0,12.0,250.0,1
Huawei,3.0,32.0,4800.0,8.0,300.0,1
Huawei,3.0,32.0,6660.0,8.0,330.0,1
Huawei,4.0,128.0,3340.0,8.0,380.0,3
Huawei,4.0,64.0,2950.0,8.0,330.0,2
Huawei,2.0,16.0,4800.0,5.0,220.0,1
Huawei,1.0,8.0,3100.0,2.0,130.0,1
Huawei,2.0,16.0,4000.0,12.0,250.0,1
Huawei,2.0,16.0,3020.0,13.0,150.0,1
Huawei,2.0,16.0,3000.0,13.0,150.0,1
Huawei,2.0,16.0,3000.0,8.0,160.0,1
Huawei,6.0,64.0,4000.0,12.0,550.0,2
Huawei,4.0,64.0,3750.0,20.0,700.0,2
Huawei,4.0,64.0,3200.0,20.0,600.0,2
Huawei,3.0,16.0,3000.0,12.0,200.0,1
Huawei,4.0,64.0,2900.0,12.0,600.0,2
Huawei,2.0,16.0,3020.0,13.0,250.0,1
Huawei,4.0,64.0,4000.0,20.0,850.0,2
Huawei,6.0,256.0,4000.0,20.0,1400.0,4
Huawei,4.0,64.0,4000.0,20.0,630.0,2
Huawei,4.0,32.0,3500.0,12.0,450.0,1
Huawei,3.0,16.0,4100.0,13.0,200.0,1
Huawei,3.0,32.0,4800.0,8.0,230.0,1
Huawei,3.0,32.0,3340.0,12.0,210.0,1
Huawei,2.0,16.0,3100.0,13.0,140.0,1
Huawei,4.0,64.0,5100.0,8.0,340.0,2
Huawei,3.0,32.0,3340.0,16.0,420.0,1
Huawei,3.0,32.0,3020.0,12.0,300.0,1
Huawei,2.0,16.0,6660.0,8.0,240.0,1
Huawei,2.0,16.0,4360.0,13.0,230.0,1
Huawei,1.0,16.0,4100.0,2.0,150.0,1
Huawei,4.0,32.0,3340.0,16.0,280.0,1
Huawei,4.0,128.0,4500.0,13.0,440.0,3
Huawei,4.0,64.0,3000.0,12.0,340.0,2
Huawei,2.0,16.0,2200.0,13.0,120.0,1
Huawei,2.0,16.0,4100.0,5.0,100.0,1
Huawei,3.0,32.0,4360.0,13.0,250.0,1
Huawei,2.0,16.0,3000.0,13.0,170.0,1
Huawei,1.0,8.0,2100.0,5.0,80.0,1
Huawei,1.0,8.0,2200.0,8.0,110.0,1
Huawei,3.0,16.0,3000.0,13.0,250.0,1
Huawei,4.0,64.0,3400.0,12.0,580.0,2
Huawei,3.0,32.0,3000.0,12.0,400.0,1
Huawei,2.0,16.0,4000.0,13.0,140.0,1
Huawei,2.0,16.0,6660.0,13.0,310.0,1
Huawei,2.0,16.0,2200.0,13.0,200.0,1
Huawei,3.0,32.0,4000.0,16.0,430.0,1
Huawei,3.0,32.0,3000.0,13.0,280.0,1
Huawei,2.0,16.0,3000.0,13.0,300.0,1
Huawei,2.0,16.0,4000.0,13.0,190.0,1
Huawei,3.0,128.0,3450.0,3.0,450.0,3
Huawei,3.0,128.0,2700.0,13.0,350.0,3
Huawei,3.0,32.0,3100.0,13.0,310.0,1
Huawei,2.0,8.0,2200.0,8.0,90.0,1
Huawei,2.0,16.0,3000.0,13.0,330.0,1
Huawei,3.0,64.0,3100.0,20.0,300.0,2
Huawei,2.0,16.0,4800.0,8.0,250.0,1
Huawei,1.0,8.0,1730.0,8.0,70.0,1
Huawei,1.0,8.0,2000.0,5.0,110.0,1
Huawei,1.0,4.0,2000.0,8.0,130.0,1
Huawei,2.0,8.0,2550.0,13.0,170.0,1
Huawei,2.0,16.0,2200.0,13.0,230.0,1
Huawei,2.0,16.0,2200.0,13.0,170.0,1
Huawei,3.0,64.0,4360.0,13.0,420.0,2
Huawei,3.0,64.0,2680.0,13.0,270.0,2
Huawei,1.0,8.0,2200.0,5.0,170.0,1
Huawei,2.0,16.0,5000.0,13.0,370.0,1
Huawei,1.0,4.0,2000.0,5.0,140.0,1
Huawei,1.0,4.0,1950.0,5.0,110.0,1
Huawei,1.0,8.0,3500.0,8.0,200.0,1
Huawei,3.0,16.0,3600.0,8.0,320.0,1
Huawei,3.0,64.0,4100.0,13.0,500.0,2
Huawei,2.0,8.0,3000.0,13.0,200.0,1
Huawei,1.0,16.0,2000.0,8.0,100.0,1
Huawei,1.0,8.0,4800.0,5.0,180.0,1
Huawei,1.0,16.0,4800.0,5.0,150.0,1
Huawei,1.0,8.0,4100.0,2.0,100.0,1
Huawei,1.0,8.0,2000.0,8.0,100.0,1
Huawei,1.0,8.0,2000.0,8.0,180.0,1
Huawei,1.0,4.0,2000.0,5.0,130.0,1
Huawei,2.0,16.0,3000.0,13.0,260.0,1
Huawei,2.0,16.0,4100.0,13.0,340.0,1
Huawei,1.0,16.0,2000.0,8.0,130.0,1
Huawei,3.0,32.0,3100.0,13.0,290.0,1
Huawei,2.0,32.0,3000.0,13.0,200.0,1
Huawei,1.0,8.0,2300.0,8.0,200.0,1
Huawei,1.0,8.0,2000.0,5.0,110.0,1
Huawei,1.0,4.0,2000.0,8.0,170.0,1
Huawei,2.0,16.0,2500.0,13.0,250.0,1
Huawei,1.0,8.0,2000.0,8.0,180.0,1
Huawei,1.0,4.0,2300.0,5.0,270.0,1
Huawei,1.0,16.0,6600.0,15.0,350.0,1
Huawei,1.0,8.0,2000.0,8.0,240.0,1
Huawei,1.0,4.0,2000.0,8.0,250.0,1
Huawei,1.0,8.0,4800.0,5.0,300.0,1
Huawei,2.0,16.0,5000.0,13.0,350.0,1
Huawei,1.0,8.0,4100.0,15.0,160.0,1
Huawei,2.0,16.0,2000.0,8.0,300.0,1
Huawei,2.0,16.0,4050.0,13.0,330.0,1
Huawei,2.0,16.0,3000.0,13.0,250.0,1
Huawei,2.0,8.0,2300.0,8.0,140.0,1
Huawei,1.0,8.0,2400.0,8.0,250.0,1
Huawei,2.0,8.0,2150.0,13.0,230.0,1
Huawei,2.0,8.0,2150.0,8.0,190.0,1
Huawei,1.0,4.0,2150.0,5.0,150.0,1
Huawei,1.0,4.0,1700.0,5.0,160.0,1
Huawei,1.0,8.0,4100.0,15.0,150.0,1
Huawei,1.0,8.0,4100.0,15.0,180.0,1
Huawei,2.0,16.0,2000.0,8.0,230.0,1
Huawei,1.0,4.0,1650.0,5.0,120.0,1
Huawei,1.0,16.0,2420.0,13.0,210.0,1
Huawei,1.0,8.0,2150.0,8.0,250.0,1
Huawei,1.0,4.0,1950.0,5.0,260.0,1
Huawei,1.0,4.0,1500.0,5.0,180.0,1
Huawei,2.0,8.0,4050.0,8.0,230.0,1
Huawei,2.0,32.0,3000.0,13.0,310.0,1
Huawei,1.0,4.0,1930.0,5.0,200.0,1
Huawei,1.0,32.0,6600.0,15.0,250.0,1
Huawei,2.0,8.0,2230.0,8.0,150.0,1
Huawei,1.0,4.0,2000.0,8.0,150.0,1
Huawei,1.0,8.0,4100.0,15.0,150.0,1
Huawei,1.0,4.0,2600.0,8.0,230.0,1
Huawei,1.0,4.0,1670.0,8.0,170.0,1
Huawei,2.0,64.0,6600.0,8.0,330.0,2
Huawei,1.0,8.0,2600.0,8.0,350.0,1
Huawei,1.0,8.0,1800.0,8.0,210.0,1
Huawei,1.0,8.0,2600.0,8.0,260.0,1
Huawei,1.0,8.0,1800.0,8.0,290.0,1
Huawei,1.0,4.0,1800.0,8.0,260.0,1
Huawei,1.0,8.0,4100.0,5.0,150.0,1
Huawei,1.0,8.0,4100.0,5.0,160.0,1
Jolla,2.0,16.0,2500.0,8.0,170.0,1
Jolla,2.0,64.0,4450.0,5.0,170.0,2
Jolla,1.0,16.0,2100.0,8.0,180.0,1
Karbonn,1.0,8.0,1900.0,8.0,140.0,1
Karbonn,1.0,4.0,1700.0,5.0,80.0,1
Karbonn,1.0,8.0,2000.0,13.0,110.0,1
Karbonn,1.0,4.0,1500.0,5.0,80.0,1
Karbonn,2.0,16.0,2050.0,13.0,200.0,1
Karbonn,2.0,16.0,2000.0,16.0,220.0,1
Karbonn,1.0,16.0,2000.0,13.0,170.0,1
Karbonn,1.0,16.0,2300.0,13.0,200.0,1
Karbonn,1.0,4.0,1800.0,8.0,120.0,1
Karbonn,1.0,16.0,2000.0,13.0,180.0,1
Karbonn,1.0,16.0,2600.0,13.0,170.0,1
Karbonn,1.0,4.0,2000.0,8.0,160.0,1
Karbonn,1.0,4.0,1600.0,5.0,150.0,1
Karbonn,1.0,5.0,4500.0,15.0,100.0,1
Karbonn,1.0,5.0,6000.0,2.0,140.0,1
Kyocera,2.0,16.0,3100.0,8.0,320.0,1
Kyocera,2.0,16.0,3100.0,8.0,300.0,1
Kyocera,1.0,4.0,2500.0,5.0,270.0,1
Lava,4.0,32.0,3020.0,13.0,250.0,1
Lava,3.0,16.0,2620.0,8.0,160.0,1
Lava,3.0,16.0,3000.0,13.0,150.0,1
Lava,2.0,8.0,2500.0,8.0,100.0,1
Lava,3.0,16.0,2900.0,13.0,150.0,1
Lava,2.0,16.0,2500.0,13.0,120.0,1
Lava,2.0,32.0,2560.0,8.0,160.0,1
Lava,1.0,8.0,2200.0,8.0,110.0,1
Lava,1.0,8.0,2500.0,8.0,130.0,1
Lava,1.0,8.0,4000.0,10.0,130.0,1
Lava,1.0,8.0,1950.0,5.0,70.0,1
Lava,1.0,8.0,3000.0,8.0,100.0,1
Lava,1.0,8.0,2100.0,8.0,110.0,1
Lava,1.0,16.0,2000.0,13.0,150.0,1
Lava,1.0,8.0,2100.0,8.0,100.0,1
Lava,1.0,4.0,1700.0,5.0,80.0,1
Lava,1.0,4.0,2600.0,8.0,150.0,1
Lava,1.0,4.0,2000.0,8.0,150.0,1
Lava,1.0,4.0,2000.0,8.0,180.0,1
Lava,1.0,4.0,2000.0,8.0,170.0,1
LeEco,4.0,32.0,4000.0,13.0,280.0,1
LeEco,4.0,32.0,4070.0,16.0,280.0,1
LeEco,3.0,32.0,3000.0,16.0,200.0,1
LeEco,4.0,64.0,4070.0,16.0,330.0,2
LeEco,4.0,64.0,3100.0,21.0,350.0,2
LeEco,4.0,32.0,3000.0,21.0,260.0,1
LeEco,3.0,64.0,3000.0,16.0,190.0,2
LeEco,4.0,128.0,3400.0,21.0,350.0,3
LeEco,3.0,32.0,3000.0,13.0,210.0,1
Lenovo,3.0,16.0,7000.0,8.0,240.0,1
Lenovo,2.0,32.0,7000.0,5.0,140.0,1
Lenovo,3.0,16.0,4850.0,8.0,190.0,1
Lenovo,2.0,32.0,4850.0,5.0,100.0,1
Lenovo,3.0,16.0,4250.0,8.0,170.0,1
Lenovo,6.0,64.0,3100.0,13.0,450.0,2
Lenovo,2.0,16.0,2300.0,8.0,130.0,1
Lenovo,1.0,16.0,2300.0,8.0,110.0,1
Lenovo,1.0,8.0,2000.0,5.0,80.0,1
Lenovo,1.0,8.0,2000.0,5.0,70.0,1
Lenovo,4.0,32.0,5100.0,13.0,240.0,1
Lenovo,4.0,32.0,4000.0,16.0,250.0,1
Lenovo,2.0,16.0,4000.0,13.0,170.0,1
Lenovo,2.0,32.0,3000.0,13.0,200.0,1
Lenovo,2.0,16.0,3500.0,8.0,170.0,1
Lenovo,1.0,16.0,2750.0,8.0,200.0,1
Lenovo,3.0,32.0,4050.0,13.0,250.0,1
Lenovo,3.0,32.0,4050.0,13.0,230.0,1
Lenovo,4.0,64.0,4050.0,16.0,550.0,2
Lenovo,4.0,64.0,3500.0,13.0,220.0,2
Lenovo,1.0,8.0,2300.0,5.0,90.0,1
Lenovo,4.0,64.0,3100.0,13.0,520.0,2
Lenovo,2.0,32.0,7000.0,8.0,280.0,1
Lenovo,2.0,16.0,4290.0,5.0,120.0,1
Lenovo,1.0,16.0,3450.0,2.0,80.0,1
Lenovo,2.0,16.0,2750.0,13.0,140.0,1
Lenovo,2.0,16.0,2750.0,13.0,120.0,1
Lenovo,2.0,16.0,2900.0,13.0,180.0,1
Lenovo,3.0,32.0,4900.0,13.0,260.0,1
Lenovo,4.0,32.0,3500.0,13.0,190.0,1
Lenovo,2.0,16.0,2750.0,13.0,110.0,1
Lenovo,2.0,16.0,2700.0,13.0,210.0,1
Lenovo,3.0,16.0,3300.0,13.0,190.0,1
Lenovo,2.0,16.0,3300.0,13.0,320.0,1
Lenovo,3.0,64.0,3500.0,21.0,300.0,2
Lenovo,1.0,8.0,2300.0,8.0,110.0,1
Lenovo,4.0,64.0,200.0,13.0,480.0,2
Lenovo,1.0,16.0,6200.0,8.0,160.0,1
Lenovo,1.0,8.0,2000.0,5.0,60.0,1
Lenovo,1.0,16.0,4250.0,13.0,180.0,1
Lenovo,2.0,32.0,3500.0,13.0,250.0,1
Lenovo,2.0,32.0,5000.0,13.0,380.0,1
Lenovo,2.0,16.0,2300.0,13.0,160.0,1
Lenovo,1.0,8.0,2300.0,8.0,150.0,1
Lenovo,2.0,16.0,4000.0,8.0,110.0,1
Lenovo,3.0,32.0,2420.0,13.0,270.0,1
Lenovo,3.0,64.0,4100.0,13.0,320.0,2
Lenovo,1.0,8.0,2000.0,5.0,70.0,1
Lenovo,4.0,64.0,4000.0,13.0,280.0,2
Lenovo,2.0,8.0,2150.0,13.0,280.0,1
Lenovo,2.0,16.0,2300.0,8.0,110.0,1
Lenovo,2.0,16.0,3000.0,13.0,150.0,1
Lenovo,3.0,32.0,3000.0,16.0,300.0,1
Lenovo,2.0,16.0,2900.0,13.0,190.0,1
Lenovo,2.0,8.0,2900.0,8.0,150.0,1
Lenovo,1.0,8.0,4000.0,8.0,150.0,1
Lenovo,2.0,16.0,7000.0,8.0,180.0,1
Lenovo,1.0,16.0,4290.0,5.0,120.0,1
Lenovo,2.0,16.0,4000.0,13.0,240.0,1
Lenovo,1.0,16.0,3450.0,2.0,110.0,1
Lenovo,1.0,16.0,3450.0,2.0,100.0,1
Lenovo,1.0,8.0,2300.0,8.0,100.0,1
Lenovo,2.0,32.0,4000.0,13.0,450.0,1
Lenovo,2.0,32.0,2410.0,13.0,330.0,1
