Brand,RAM_GB,Storage_GB,Battery_mAh,Main_Camera_MP,Price_Clean,Storage_Category
Lenovo,1.0,16.0,2300.0,8.0,80.0,1
Lenovo,1.0,8.0,2500.0,13.0,160.0,1
Lenovo,1.0,8.0,2500.0,8.0,210.0,1
Lenovo,2.0,32.0,2300.0,13.0,260.0,1
Lenovo,1.0,8.0,2150.0,8.0,170.0,1
Lenovo,1.0,8.0,2000.0,8.0,120.0,1
Lenovo,2.0,16.0,6400.0,8.0,230.0,1
Lenovo,2.0,16.0,4290.0,8.0,150.0,1
Lenovo,2.0,32.0,2300.0,13.0,270.0,1
Lenovo,2.0,32.0,3000.0,13.0,430.0,1
Lenovo,1.0,4.0,2500.0,5.0,160.0,1
Lenovo,3.0,32.0,4000.0,16.0,430.0,1
Lenovo,2.0,16.0,2500.0,13.0,150.0,1
Lenovo,1.0,8.0,2000.0,13.0,150.0,1
Lenovo,1.0,8.0,3000.0,8.0,180.0,1
Lenovo,1.0,4.0,2000.0,8.0,150.0,1
Lenovo,1.0,8.0,2500.0,8.0,120.0,1
Lenovo,1.0,4.0,2000.0,5.0,110.0,1
Lenovo,1.0,4.0,2000.0,5.0,90.0,1
Lenovo,1.0,8.0,2000.0,5.0,100.0,1
Lenovo,1.0,4.0,2000.0,5.0,70.0,1
Lenovo,1.0,32.0,6340.0,5.0,190.0,1
Lenovo,1.0,16.0,4200.0,5.0,140.0,1
Lenovo,1.0,16.0,3450.0,5.0,120.0,1
Lenovo,1.0,8.0,3500.0,2.0,80.0,1
Lenovo,2.0,16.0,4000.0,8.0,250.0,1
Lenovo,1.0,16.0,2000.0,13.0,200.0,1
Lenovo,1.0,8.0,3000.0,8.0,170.0,1
Lenovo,1.0,8.0,2500.0,5.0,130.0,1
Lenovo,1.0,8.0,2250.0,8.0,140.0,1
Lenovo,1.0,8.0,3000.0,8.0,220.0,1
Lenovo,1.0,8.0,2000.0,8.0,270.0,1
Lenovo,2.0,16.0,3000.0,13.0,480.0,1
Lenovo,1.0,32.0,6000.0,5.0,190.0,1
Lenovo,2.0,32.0,2000.0,13.0,420.0,1
Lenovo,1.0,16.0,3450.0,5.0,130.0,1
Lenovo,1.0,4.0,2250.0,5.0,150.0,1
Lenovo,1.0,4.0,2000.0,5.0,150.0,1
Lenovo,1.0,8.0,4000.0,8.0,190.0,1
Lenovo,1.0,8.0,2000.0,12.0,230.0,1
Lenovo,1.0,4.0,2250.0,8.0,250.0,1
Lenovo,1.0,32.0,6350.0,5.0,300.0,1
Lenovo,1.0,16.0,6350.0,5.0,220.0,1
Lenovo,1.0,16.0,3500.0,5.0,180.0,1
Lenovo,2.0,32.0,2500.0,13.0,360.0,1
Lenovo,1.0,4.0,2250.0,8.0,230.0,1
Lenovo,1.0,16.0,3550.0,15.0,150.0,1
Lenovo,1.0,4.0,2250.0,8.0,140.0,1
Lenovo,1.0,4.0,2000.0,8.0,110.0,1
Lenovo,1.0,4.0,3500.0,5.0,140.0,1
Lenovo,1.0,8.0,2250.0,8.0,290.0,1
Lenovo,1.0,16.0,1900.0,8.0,190.0,1
LG,2.0,32.0,4100.0,16.0,400.0,1
LG,4.0,128.0,3300.0,13.0,750.0,3
LG,2.0,32.0,3080.0,13.0,260.0,1
LG,3.0,16.0,3200.0,13.0,200.0,1
LG,5.0,16.0,2800.0,8.0,90.0,1
LG,2.0,16.0,2700.0,13.0,160.0,1
LG,2.0,16.0,2800.0,13.0,210.0,1
LG,5.0,16.0,2500.0,13.0,160.0,1
LG,1.0,8.0,2500.0,5.0,120.0,1
LG,1.0,8.0,2100.0,5.0,100.0,1
LG,2.0,32.0,6000.0,5.0,340.0,1
LG,4.0,64.0,3200.0,16.0,560.0,2
LG,5.0,16.0,2100.0,8.0,180.0,1
LG,2.0,16.0,2800.0,13.0,160.0,1
LG,3.0,32.0,3000.0,3.0,480.0,1
LG,2.0,16.0,4800.0,5.0,350.0,1
LG,2.0,16.0,4100.0,13.0,240.0,1
LG,5.0,16.0,2100.0,8.0,200.0,1
LG,2.0,32.0,3000.0,16.0,250.0,1
LG,2.0,16.0,3000.0,13.0,150.0,1
LG,1.0,8.0,1900.0,5.0,120.0,1
LG,1.0,8.0,1940.0,5.0,100.0,1
LG,3.0,32.0,2800.0,16.0,350.0,1
LG,4.0,32.0,2800.0,16.0,450.0,1
LG,2.0,16.0,2520.0,13.0,320.0,1
LG,2.0,16.0,2300.0,13.0,180.0,1
LG,5.0,16.0,2125.0,8.0,150.0,1
LG,5.0,16.0,3000.0,13.0,190.0,1
LG,1.0,16.0,2300.0,13.0,170.0,1
LG,1.0,8.0,2125.0,5.0,110.0,1
LG,1.0,8.0,1940.0,5.0,100.0,1
LG,1.0,16.0,3000.0,13.0,190.0,1
LG,2.0,16.0,3000.0,13.0,190.0,1
LG,4.0,64.0,3000.0,16.0,250.0,2
LG,2.0,32.0,2700.0,3.0,270.0,1
LG,5.0,16.0,2050.0,13.0,190.0,1
LG,5.0,32.0,4200.0,5.0,300.0,1
LG,1.0,4.0,1700.0,15.0,150.0,1
LG,1.0,8.0,1900.0,5.0,90.0,1
LG,1.0,8.0,2540.0,8.0,130.0,1
LG,5.0,8.0,2300.0,8.0,160.0,1
LG,1.0,8.0,2540.0,8.0,150.0,1
LG,3.0,32.0,3000.0,16.0,280.0,1
LG,3.0,32.0,3000.0,16.0,300.0,1
LG,1.0,8.0,3000.0,8.0,180.0,1
LG,1.0,8.0,3000.0,13.0,250.0,1
LG,5.0,16.0,2610.0,8.0,220.0,1
LG,1.0,8.0,2540.0,8.0,140.0,1
LG,1.0,8.0,2100.0,8.0,120.0,1
LG,1.0,8.0,1900.0,5.0,120.0,1
LG,2.0,16.0,3000.0,13.0,270.0,1
LG,1.0,4.0,2100.0,5.0,50.0,1
LG,1.0,8.0,2460.0,8.0,130.0,1
LG,1.0,4.0,1820.0,8.0,100.0,1
LG,3.0,32.0,3000.0,13.0,250.0,1
LG,2.0,32.0,3000.0,13.0,250.0,1
LG,1.0,8.0,2100.0,5.0,100.0,1
LG,1.0,8.0,3000.0,13.0,240.0,1
LG,1.0,8.0,2540.0,8.0,100.0,1
LG,1.0,4.0,1900.0,8.0,110.0,1
LG,1.0,32.0,4200.0,5.0,240.0,1
LG,5.0,8.0,3200.0,8.0,270.0,1
LG,2.0,32.0,2610.0,13.0,360.0,1
LG,1.0,16.0,4000.0,5.0,190.0,1
LG,5.0,8.0,3200.0,8.0,300.0,1
LG,3.0,32.0,3000.0,13.0,330.0,1
LG,1.0,8.0,2540.0,8.0,210.0,1
LG,1.0,8.0,2540.0,8.0,190.0,1
LG,1.0,4.0,2100.0,5.0,190.0,1
LG,3.0,32.0,3000.0,13.0,300.0,1
LG,2.0,16.0,3000.0,13.0,300.0,1
LG,1.0,8.0,3000.0,8.0,130.0,1
LG,1.0,16.0,4200.0,5.0,220.0,1
LG,1.0,8.0,4000.0,15.0,160.0,1
LG,1.0,8.0,2540.0,8.0,150.0,1
LG,1.0,4.0,2540.0,5.0,120.0,1
LG,1.0,8.0,2440.0,5.0,220.0,1
LG,1.0,4.0,2100.0,5.0,150.0,1
LG,2.0,16.0,4600.0,5.0,220.0,1
LG,1.0,8.0,2440.0,5.0,200.0,1
LG,1.0,8.0,2440.0,13.0,240.0,1
LG,1.0,8.0,2440.0,8.0,180.0,1
LG,1.0,8.0,2440.0,8.0,160.0,1
LG,1.0,8.0,2540.0,5.0,290.0,1
LG,1.0,8.0,2540.0,5.0,170.0,1
LG,1.0,4.0,2100.0,5.0,150.0,1
LG,1.0,4.0,2100.0,5.0,130.0,1
LG,3.0,32.0,3200.0,13.0,310.0,1
LG,1.0,4.0,2460.0,5.0,230.0,1
LG,2.0,32.0,3140.0,13.0,250.0,1
LG,2.0,32.0,2300.0,8.0,260.0,1
LG,2.0,32.0,3500.0,13.0,360.0,1
LG,1.0,8.0,3140.0,8.0,250.0,1
LG,1.0,8.0,3140.0,8.0,240.0,1
LG,2.0,16.0,4600.0,5.0,300.0,1
LG,2.0,32.0,3000.0,13.0,270.0,1
LG,1.0,8.0,2150.0,8.0,250.0,1
LG,1.0,8.0,2460.0,5.0,260.0,1
LG,2.0,16.0,2280.0,13.0,270.0,1
LG,1.0,4.0,2460.0,5.0,100.0,1
LG,1.0,8.0,2460.0,5.0,270.0,1
LG,1.0,8.0,2540.0,8.0,150.0,1
LG,1.0,4.0,2460.0,5.0,200.0,1
LG,1.0,8.0,2150.0,5.0,220.0,1
LG,2.0,32.0,3140.0,13.0,400.0,1
LG,2.0,16.0,2100.0,8.0,250.0,1
LG,1.0,16.0,2150.0,8.0,170.0,1
LG,1.0,8.0,1700.0,5.0,150.0,1
LG,1.0,4.0,2150.0,5.0,170.0,1
LG,2.0,16.0,2100.0,8.0,250.0,1
LG,2.0,32.0,2100.0,13.0,480.0,1
LG,2.0,32.0,2100.0,13.0,160.0,1
LG,1.0,32.0,2080.0,8.0,190.0,1
LG,1.0,4.0,2150.0,5.0,180.0,1
LG,1.0,4.0,2150.0,5.0,170.0,1
LG,1.0,8.0,1700.0,5.0,110.0,1
LG,1.0,32.0,2100.0,8.0,210.0,1
LG,2.0,16.0,2150.0,8.0,210.0,1
LG,1.0,4.0,1830.0,8.0,220.0,1
LG,1.0,8.0,1700.0,5.0,200.0,1
LG,1.0,16.0,2150.0,8.0,220.0,1
LG,1.0,8.0,1520.0,5.0,230.0,1
LG,1.0,16.0,1520.0,5.0,210.0,1
LG,1.0,32.0,2080.0,8.0,240.0,1
LG,1.0,16.0,1700.0,5.0,130.0,1
LG,1.0,4.0,1540.0,5.0,110.0,1
LG,1.0,4.0,1700.0,5.0,140.0,1
LG,1.0,4.0,1830.0,8.0,130.0,1
LG,1.0,8.0,1540.0,8.0,210.0,1
LG,1.0,4.0,1830.0,8.0,170.0,1
LG,1.0,2.0,1830.0,8.0,220.0,1
LG,1.0,4.0,1830.0,8.0,120.0,1
LG,1.0,4.0,1830.0,8.0,140.0,1
LG,1.0,8.0,1500.0,5.0,110.0,1
LG,1.0,8.0,1500.0,5.0,120.0,1
Meizu,2.0,16.0,3000.0,8.0,140.0,1
Meizu,2.0,16.0,3400.0,13.0,210.0,1
Meizu,3.0,32.0,3000.0,13.0,130.0,1
Meizu,3.0,32.0,4000.0,13.0,190.0,1
Meizu,4.0,128.0,3400.0,12.0,550.0,3
Meizu,3.0,32.0,3150.0,16.0,190.0,1
Meizu,2.0,16.0,2760.0,13.0,160.0,1
Meizu,2.0,16.0,3260.0,13.0,190.0,1
Meizu,4.0,64.0,3060.0,12.0,430.0,2
Meizu,2.0,16.0,3070.0,13.0,120.0,1
Meizu,3.0,64.0,4100.0,13.0,270.0,2
Meizu,3.0,32.0,3100.0,13.0,220.0,1
Meizu,4.0,32.0,3060.0,12.0,300.0,1
Meizu,2.0,16.0,3020.0,13.0,120.0,1
Meizu,2.0,16.0,2870.0,13.0,130.0,1
Meizu,4.0,64.0,2560.0,21.0,410.0,2
Meizu,2.0,16.0,4100.0,13.0,180.0,1
Meizu,2.0,32.0,3140.0,13.0,170.0,1
Meizu,3.0,32.0,3050.0,21.0,390.0,1
Meizu,2.0,16.0,2500.0,13.0,130.0,1
Meizu,3.0,64.0,3150.0,7.0,210.0,2
Meizu,2.0,32.0,3100.0,13.0,200.0,1
Meizu,2.0,32.0,3140.0,13.0,130.0,1
Meizu,1.0,8.0,2500.0,13.0,100.0,1
Meizu,3.0,64.0,3350.0,7.0,400.0,2
Meizu,2.0,64.0,3100.0,7.0,340.0,2
Meizu,2.0,128.0,2400.0,8.0,370.0,3
Meizu,2.0,64.0,1800.0,8.0,310.0,2
Meizu,1.0,64.0,1700.0,8.0,310.0,2
Meizu,1.0,16.0,1600.0,8.0,270.0,1
Micromax,2.0,16.0,4000.0,8.0,100.0,1
Micromax,3.0,32.0,4000.0,13.0,140.0,1
Micromax,4.0,128.0,3200.0,13.0,360.0,3
Micromax,1.0,8.0,1800.0,5.0,60.0,1
Micromax,1.0,8.0,3000.0,8.0,100.0,1
Micromax,1.0,8.0,4000.0,8.0,90.0,1
Micromax,1.0,8.0,1800.0,5.0,80.0,1
Micromax,1.0,8.0,1800.0,5.0,70.0,1
Micromax,1.0,8.0,1600.0,5.0,60.0,1
Micromax,1.0,8.0,2000.0,5.0,70.0,1
Micromax,1.0,8.0,3000.0,8.0,100.0,1
Micromax,1.0,8.0,2000.0,5.0,50.0,1
Micromax,1.0,8.0,2500.0,8.0,70.0,1
Micromax,2.0,16.0,2500.0,13.0,100.0,1
Micromax,1.0,16.0,2500.0,8.0,80.0,1
Micromax,4.0,16.0,3000.0,13.0,180.0,1
Micromax,1.0,8.0,3000.0,5.0,170.0,1
Micromax,3.0,16.0,2100.0,13.0,130.0,1
Micromax,3.0,16.0,2500.0,13.0,150.0,1
Micromax,1.0,8.0,2000.0,8.0,90.0,1
Micromax,2.0,16.0,2500.0,13.0,120.0,1
Micromax,3.0,16.0,2900.0,13.0,170.0,1
Micromax,1.0,8.0,2500.0,13.0,90.0,1
Micromax,1.0,8.0,2800.0,8.0,120.0,1
Micromax,2.0,16.0,2000.0,8.0,250.0,1
Micromax,1.0,8.0,4000.0,5.0,130.0,1
Micromax,2.0,16.0,2260.0,13.0,230.0,1
Micromax,1.0,8.0,1700.0,5.0,90.0,1
Micromax,1.0,8.0,3000.0,8.0,140.0,1
Micromax,2.0,16.0,2400.0,13.0,150.0,1
Micromax,1.0,8.0,2000.0,8.0,110.0,1
Micromax,1.0,8.0,2820.0,5.0,110.0,1
Micromax,1.0,8.0,2000.0,8.0,70.0,1
Micromax,2.0,8.0,3000.0,8.0,130.0,1
Micromax,1.0,8.0,1700.0,5.0,90.0,1
Micromax,1.0,8.0,2000.0,8.0,100.0,1
Micromax,1.0,8.0,4400.0,5.0,150.0,1
Micromax,1.0,8.0,3200.0,5.0,90.0,1
Micromax,2.0,16.0,2300.0,13.0,240.0,1
Micromax,1.0,8.0,3000.0,8.0,150.0,1
Micromax,1.0,4.0,1900.0,5.0,80.0,1
Micromax,1.0,8.0,1950.0,5.0,110.0,1
Micromax,1.0,8.0,2000.0,8.0,150.0,1
Micromax,1.0,4.0,1700.0,5.0,80.0,1
Micromax,2.0,8.0,2500.0,13.0,170.0,1
Micromax,1.0,8.0,1500.0,5.0,70.0,1
Micromax,1.0,8.0,2350.0,8.0,140.0,1
Micromax,1.0,8.0,2000.0,8.0,170.0,1
Micromax,2.0,32.0,2300.0,16.0,300.0,1
Micromax,1.0,8.0,2000.0,8.0,120.0,1
Micromax,1.0,8.0,1500.0,5.0,80.0,1
Micromax,1.0,8.0,2000.0,5.0,90.0,1
Micromax,1.0,4.0,2000.0,8.0,120.0,1
Micromax,1.0,4.0,2000.0,8.0,110.0,1
Micromax,1.0,8.0,2500.0,5.0,100.0,1
Micromax,1.0,4.0,1900.0,8.0,190.0,1
Micromax,2.0,32.0,2350.0,16.0,240.0,1
Micromax,1.0,4.0,1800.0,8.0,170.0,1
Micromax,1.0,4.0,2450.0,8.0,170.0,1
Micromax,1.0,4.0,2000.0,8.0,150.0,1
Micromax,1.0,4.0,3000.0,5.0,90.0,1
Micromax,1.0,4.0,2000.0,12.0,180.0,1
Micromax,2.0,16.0,2000.0,13.0,240.0,1
Micromax,1.0,16.0,4800.0,5.0,170.0,1
Micromax,1.0,4.0,2000.0,8.0,140.0,1
Micromax,1.0,16.0,2600.0,12.0,230.0,1
Micromax,1.0,16.0,2000.0,13.0,230.0,1
Micromax,1.0,4.0,2000.0,8.0,180.0,1
Micromax,1.0,4.0,2000.0,8.0,230.0,1
Microsoft,1.0,16.0,2000.0,8.0,150.0,1
Microsoft,3.0,32.0,3340.0,20.0,350.0,1
Microsoft,3.0,32.0,3340.0,20.0,350.0,1
Microsoft,3.0,32.0,3000.0,20.0,280.0,1
Microsoft,3.0,32.0,3000.0,20.0,280.0,1
Microsoft,1.0,8.0,2100.0,5.0,90.0,1
Microsoft,1.0,8.0,2200.0,8.0,100.0,1
Microsoft,1.0,8.0,1500.0,2.0,70.0,1
Microsoft,1.0,8.0,3000.0,13.0,200.0,1
Microsoft,1.0,8.0,3000.0,13.0,200.0,1
Microsoft,1.0,8.0,3000.0,13.0,170.0,1
Microsoft,1.0,8.0,3000.0,13.0,170.0,1
Microsoft,1.0,8.0,2500.0,8.0,150.0,1
Microsoft,1.0,8.0,2500.0,8.0,120.0,1
Microsoft,1.0,8.0,2500.0,8.0,170.0,1
Microsoft,1.0,8.0,1560.0,5.0,90.0,1
Microsoft,1.0,8.0,1560.0,5.0,90.0,1
Microsoft,1.0,8.0,1560.0,2.0,70.0,1
Microsoft,1.0,8.0,1560.0,2.0,70.0,1
Microsoft,1.0,8.0,1905.0,5.0,80.0,1
Microsoft,1.0,8.0,1905.0,5.0,80.0,1
Motorola,3.0,16.0,5000.0,13.0,190.0,1
Motorola,2.0,32.0,5000.0,13.0,180.0,1
Motorola,2.0,16.0,2800.0,8.0,150.0,1
Motorola,2.0,16.0,2800.0,8.0,130.0,1
Motorola,3.0,32.0,3000.0,12.0,400.0,1
Motorola,2.0,16.0,4000.0,8.0,120.0,1
Motorola,1.0,8.0,2350.0,5.0,100.0,1
Motorola,4.0,64.0,3000.0,12.0,280.0,2
Motorola,3.0,32.0,2800.0,13.0,200.0,1
Motorola,4.0,32.0,3050.0,16.0,250.0,1
Motorola,2.0,16.0,3500.0,8.0,130.0,1
Motorola,3.0,32.0,3510.0,16.0,350.0,1
Motorola,1.0,8.0,2800.0,8.0,120.0,1
Motorola,4.0,64.0,3500.0,21.0,720.0,2
Motorola,4.0,64.0,2600.0,13.0,540.0,2
Motorola,2.0,16.0,3000.0,16.0,230.0,1
Motorola,2.0,32.0,3000.0,13.0,190.0,1
Motorola,2.0,16.0,2800.0,8.0,140.0,1
Motorola,2.0,16.0,2470.0,13.0,280.0,1
Motorola,3.0,64.0,3760.0,21.0,330.0,2
Motorola,3.0,64.0,3760.0,21.0,390.0,2
Motorola,2.0,16.0,3630.0,21.0,330.0,1
Motorola,3.0,64.0,3000.0,21.0,260.0,2
Motorola,2.0,32.0,3630.0,21.0,250.0,1
Motorola,2.0,32.0,3630.0,21.0,240.0,1
Motorola,1.0,8.0,2470.0,13.0,170.0,1
Motorola,1.0,8.0,2470.0,13.0,170.0,1
Motorola,1.0,8.0,2390.0,5.0,100.0,1
Motorola,1.0,8.0,2390.0,5.0,130.0,1
Motorola,1.0,8.0,2390.0,8.0,210.0,1
Motorola,1.0,16.0,2390.0,8.0,240.0,1
Motorola,3.0,64.0,3900.0,21.0,300.0,2
Motorola,3.0,64.0,3900.0,21.0,290.0,2
Motorola,3.0,64.0,3220.0,13.0,420.0,2
Motorola,2.0,32.0,2300.0,13.0,320.0,1
Motorola,1.0,16.0,2070.0,8.0,200.0,1
Motorola,1.0,8.0,2070.0,8.0,160.0,1
Motorola,1.0,8.0,2070.0,5.0,160.0,1
Motorola,1.0,8.0,2000.0,8.0,240.0,1
Motorola,1.0,4.0,1980.0,5.0,100.0,1
Motorola,1.0,4.0,1980.0,5.0,90.0,1
Motorola,1.0,16.0,2070.0,5.0,140.0,1
Motorola,1.0,16.0,2070.0,5.0,130.0,1
Motorola,2.0,64.0,2200.0,10.0,250.0,2
Motorola,2.0,16.0,2130.0,10.0,250.0,1
Motorola,2.0,32.0,3500.0,10.0,220.0,1
Motorola,2.0,16.0,2000.0,10.0,180.0,1
Motorola,1.0,4.0,2000.0,8.0,230.0,1
Motorola,1.0,4.0,1785.0,5.0,150.0,1
Motorola,1.0,8.0,2000.0,8.0,250.0,1
Motorola,1.0,8.0,2000.0,8.0,180.0,1
Motorola,1.0,32.0,3300.0,8.0,270.0,1
Motorola,1.0,16.0,2530.0,8.0,250.0,1
Motorola,1.0,16.0,2530.0,8.0,250.0,1
Motorola,1.0,8.0,2000.0,8.0,250.0,1
Motorola,1.0,8.0,2000.0,8.0,250.0,1
Motorola,1.0,8.0,1780.0,8.0,260.0,1
Motorola,1.0,8.0,1785.0,8.0,220.0,1
Motorola,1.0,8.0,1780.0,8.0,220.0,1
Motorola,1.0,4.0,1750.0,8.0,210.0,1
Motorola,1.0,4.0,1780.0,8.0,210.0,1
Motorola,1.0,16.0,3300.0,8.0,230.0,1
Motorola,1.0,16.0,1785.0,8.0,260.0,1
Motorola,1.0,8.0,3300.0,8.0,260.0,1
Motorola,1.0,32.0,3960.0,5.0,290.0,1
Motorola,1.0,64.0,7000.0,5.0,260.0,2
Motorola,1.0,16.0,3960.0,5.0,210.0,1
Motorola,1.0,32.0,3960.0,5.0,210.0,1
Motorola,1.0,32.0,7000.0,5.0,210.0,1
Motorola,1.0,32.0,7000.0,5.0,210.0,1
Motorola,1.0,16.0,1780.0,8.0,220.0,1
Motorola,1.0,16.0,1780.0,8.0,220.0,1
Motorola,1.0,8.0,1785.0,8.0,230.0,1
Motorola,1.0,16.0,1700.0,8.0,270.0,1
Motorola,1.0,16.0,1930.0,5.0,170.0,1
Motorola,1.0,16.0,1930.0,5.0,190.0,1
NEC,1.0,8.0,1900.0,5.0,330.0,1
Nokia,2.0,16.0,2630.0,8.0,160.0,1
Nokia,2.0,16.0,3000.0,13.0,200.0,1
Nokia,3.0,32.0,3000.0,16.0,230.0,1
Nokia,1.0,8.0,1830.0,5.0,100.0,1
Nokia,2.0,32.0,5300.0,8.0,320.0,1
Nokia,1.0,8.0,2200.0,7.0,170.0,1
Nokia,1.0,8.0,2200.0,7.0,220.0,1
Nokia,1.0,16.0,2200.0,10.0,330.0,1
